,Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn
2443,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,104.9,0
3822,No,43,Yes,No,DSL,Yes,Yes,Two year,Yes,78.8,0
3592,Yes,33,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.1,0
1598,No,4,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,80.6,1
693,No,3,No,No,DSL,No,Yes,Month-to-month,Yes,50.25,0
191,No,16,No,No,Fiber optic,No,No,Month-to-month,Yes,84.75,1
2784,No,67,Yes,Yes,Fiber optic,Yes,No,One year,No,109.9,0
653,No,6,No,No,Fiber optic,No,No,Month-to-month,Yes,73.85,0
3665,No,57,No,Yes,DSL,No,No,Month-to-month,Yes,39.3,1
2361,No,35,No internet service,No internet service,No,No internet service,No internet service,One year,No,26.2,0
2193,No,70,Yes,No,DSL,Yes,Yes,Two year,No,79.6,0
147,Yes,6,No,Yes,Fiber optic,No,No,Month-to-month,Yes,83.55,1
1900,Yes,17,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,92.7,0
4329,No,3,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.45,0
4347,No,57,No,Yes,DSL,Yes,Yes,One year,No,74.6,0
425,Yes,17,No,No,Fiber optic,Yes,No,Month-to-month,No,88.25,1
2472,No,30,No,Yes,DSL,Yes,No,One year,Yes,68.95,0
1370,No,21,No,No,Fiber optic,No,No,Month-to-month,Yes,68.65,0
3470,No,1,No,Yes,Fiber optic,No,No,Month-to-month,Yes,75.7,1
3314,Yes,15,No,Yes,Fiber optic,No,No,Month-to-month,Yes,91.0,0
1216,Yes,1,Yes,No,DSL,No,No,Month-to-month,Yes,48.75,0
2394,No,32,No,No,Fiber optic,No,Yes,Month-to-month,Yes,96.2,1
3191,No,6,No,No,Fiber optic,No,No,Month-to-month,Yes,93.55,1
3028,Yes,8,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.6,0
1094,No,66,No,Yes,Fiber optic,Yes,No,One year,No,108.1,0
1401,No,19,No,No,Fiber optic,Yes,Yes,Month-to-month,No,89.95,0
1151,No,1,No,No,DSL,No,No,Month-to-month,Yes,24.45,1
4050,No,25,No,No,Fiber optic,Yes,No,Month-to-month,Yes,74.6,0
4491,No,3,No,No,Fiber optic,No,No,Month-to-month,No,74.4,1
1713,No,1,No,No,DSL,No,No,Month-to-month,No,25.25,1
2278,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.05,0
2645,No,4,No,No,Fiber optic,Yes,No,Month-to-month,Yes,94.75,0
1819,No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,88.55,0
4835,No,5,No,No,Fiber optic,No,No,Month-to-month,Yes,69.05,1
3666,No,12,No,Yes,DSL,No,No,Month-to-month,Yes,49.05,0
4663,No,4,No,No,DSL,No,No,Month-to-month,Yes,45.9,0
1735,No,69,Yes,Yes,DSL,Yes,Yes,Two year,Yes,81.5,0
1169,No,36,No,No,Fiber optic,No,No,Month-to-month,Yes,84.75,1
2621,No,60,Yes,Yes,DSL,No,No,One year,Yes,71.75,0
1923,No,8,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,103.35,1
3159,No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,114.5,0
1183,Yes,65,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,85.75,0
2206,Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,70.45,0
3757,No,6,No,No,DSL,No,No,Month-to-month,Yes,44.4,0
1742,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,75.1,0
743,No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.9,0
4862,No,56,No,No,Fiber optic,No,Yes,Month-to-month,Yes,76.85,0
3271,No,50,No,Yes,Fiber optic,No,No,One year,Yes,98.25,0
4397,No,6,Yes,No,DSL,No,No,Month-to-month,No,29.45,0
580,No,9,Yes,No,Fiber optic,No,No,Month-to-month,Yes,74.25,1
1024,No,25,No,No,DSL,No,No,Month-to-month,Yes,34.0,1
3574,No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,69.95,0
2331,No,49,Yes,No,DSL,Yes,Yes,One year,No,84.35,1
2783,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,1
2477,No,29,No,No,Fiber optic,No,Yes,Month-to-month,Yes,79.3,0
1230,Yes,39,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.35,0
352,No,69,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,107.2,0
442,No,67,Yes,No,Fiber optic,Yes,Yes,One year,Yes,111.25,0
326,No,68,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,110.0,1
1496,No,38,No,No,Fiber optic,No,No,One year,Yes,89.1,0
1207,No,65,Yes,Yes,DSL,No,Yes,Two year,Yes,59.6,0
1645,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.8,0
3566,No,71,Yes,Yes,DSL,Yes,Yes,Two year,Yes,82.7,0
221,Yes,10,Yes,No,Fiber optic,No,No,Month-to-month,Yes,100.25,1
1511,No,1,Yes,No,Fiber optic,No,No,Month-to-month,Yes,95.6,1
280,No,45,No,No,Fiber optic,Yes,No,Month-to-month,Yes,89.3,0
774,Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.65,1
2539,No,60,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,104.95,0
2129,Yes,29,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.85,0
4238,No,12,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,0
3026,No,35,No,No,Fiber optic,Yes,Yes,One year,Yes,99.25,0
1862,No,31,No,Yes,Fiber optic,No,No,Month-to-month,Yes,83.85,0
3130,No,5,No,No,Fiber optic,No,No,Month-to-month,Yes,81.0,1
4888,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,86.05,1
297,No,2,No,No,Fiber optic,Yes,No,Month-to-month,No,76.4,1
844,No,34,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,94.25,1
2634,No,29,No,No,Fiber optic,No,No,Month-to-month,Yes,94.45,1
3171,No,2,No,No,Fiber optic,No,No,Month-to-month,No,70.7,0
1751,Yes,8,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.05,0
3016,No,2,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,91.15,0
3664,No,23,Yes,No,DSL,No,No,Month-to-month,No,54.4,0
1646,No,17,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.5,0
1906,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,74.9,1
4851,No,53,Yes,Yes,DSL,Yes,No,One year,No,74.1,0
2564,No,72,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,112.9,0
3795,Yes,25,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,58.6,1
1793,No,16,Yes,Yes,DSL,Yes,Yes,Two year,No,54.85,0
1188,Yes,59,Yes,No,DSL,Yes,Yes,Two year,Yes,76.45,0
4664,No,71,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,108.55,0
3220,No,27,Yes,Yes,DSL,No,No,One year,No,55.45,0
2903,Yes,62,No,Yes,Fiber optic,Yes,Yes,One year,Yes,110.8,0
4142,No,43,No,Yes,Fiber optic,No,No,Month-to-month,Yes,101.4,1
2975,No,58,No,Yes,Fiber optic,Yes,No,One year,Yes,103.25,1
681,Yes,6,Yes,Yes,DSL,No,No,Month-to-month,No,55.9,1
1544,No,18,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,68.35,0
3701,Yes,36,Yes,Yes,DSL,No,No,One year,No,53.65,0
4494,No,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.85,0
2631,Yes,1,No,Yes,DSL,No,No,Month-to-month,Yes,49.9,0
2504,No,25,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,99.5,1
339,No,24,No,No,Fiber optic,No,No,Month-to-month,No,70.0,0
4291,No,2,No,No,Fiber optic,Yes,No,Month-to-month,No,80.6,1
621,No,1,No,No,Fiber optic,No,No,Month-to-month,No,80.5,1
864,Yes,8,No,No,DSL,Yes,No,Month-to-month,Yes,51.05,1
2579,Yes,31,No,No,DSL,No,No,Month-to-month,No,59.7,0
3416,No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,75.2,0
440,No,6,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.75,0
791,No,2,No,No,DSL,No,No,Month-to-month,No,45.55,0
1142,No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.65,0
1762,No,26,Yes,No,DSL,No,Yes,One year,No,54.55,0
3242,No,24,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,102.95,1
28,Yes,10,No,No,DSL,Yes,Yes,Month-to-month,No,55.2,1
861,No,26,Yes,No,Fiber optic,No,No,Month-to-month,Yes,85.8,0
2406,No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.95,1
4535,No,12,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,61.65,1
2499,No,64,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,24.4,0
4124,No,29,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.0,0
4117,Yes,9,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.6,0
1877,Yes,45,Yes,Yes,DSL,No,Yes,Two year,No,73.85,0
2112,Yes,72,Yes,No,DSL,No,No,Two year,No,55.3,0
1863,No,19,No,No,Fiber optic,No,No,Month-to-month,Yes,86.0,1
3702,Yes,56,No,Yes,Fiber optic,Yes,Yes,One year,Yes,99.75,0
2864,No,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.65,0
4481,Yes,61,Yes,No,DSL,No,No,One year,Yes,49.7,0
1690,No,3,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.0,1
3097,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,73.55,1
3754,No,72,No,Yes,Fiber optic,Yes,No,Two year,Yes,104.8,0
3101,No,56,Yes,Yes,Fiber optic,Yes,No,One year,No,109.8,0
4387,No,5,No,No,Fiber optic,No,No,Month-to-month,No,80.2,0
1997,Yes,14,Yes,Yes,DSL,No,No,Month-to-month,No,69.2,0
2096,No,60,Yes,No,DSL,Yes,Yes,One year,No,79.0,0
4403,No,3,No,Yes,DSL,No,No,Month-to-month,Yes,30.75,0
207,Yes,63,Yes,Yes,DSL,Yes,Yes,Two year,No,63.55,0
4182,Yes,66,Yes,Yes,DSL,No,Yes,Two year,No,65.7,0
2447,No,52,No,Yes,Fiber optic,Yes,Yes,One year,Yes,105.0,1
3403,No,19,No,No,Fiber optic,No,No,Month-to-month,Yes,94.95,0
1286,Yes,61,No,Yes,Fiber optic,Yes,Yes,One year,No,103.9,0
1798,No,31,No,Yes,Fiber optic,Yes,No,Month-to-month,No,93.8,1
48,No,26,No,Yes,DSL,No,Yes,Month-to-month,Yes,73.05,0
3269,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.85,0
926,No,69,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,85.4,0
1979,Yes,41,No,Yes,Fiber optic,Yes,Yes,One year,Yes,111.95,1
1398,No,19,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.9,0
3523,Yes,12,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.2,0
1705,No,9,No,No,DSL,Yes,No,Month-to-month,Yes,48.75,1
659,No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,0
2143,No,45,Yes,Yes,Fiber optic,Yes,Yes,One year,No,113.3,0
4716,Yes,13,No,No,DSL,No,No,Month-to-month,No,55.95,1
1029,No,46,No,Yes,DSL,Yes,Yes,One year,Yes,59.9,1
1190,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.6,1
443,Yes,67,No,Yes,Fiber optic,No,Yes,One year,Yes,106.6,0
4896,No,25,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,98.5,1
2615,No,36,No,Yes,Fiber optic,No,No,Month-to-month,Yes,99.15,1
929,No,29,No,No,Fiber optic,Yes,No,Month-to-month,Yes,75.3,0
3505,No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,96.6,1
3447,No,2,No,No,DSL,Yes,No,Month-to-month,No,49.95,0
1069,No,18,Yes,No,DSL,No,No,Month-to-month,Yes,59.1,0
2229,No,70,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,111.95,0
3520,No,15,No,No,DSL,No,Yes,Month-to-month,Yes,29.7,1
4322,No,4,Yes,No,DSL,Yes,No,Month-to-month,No,35.0,0
592,Yes,55,Yes,No,DSL,No,No,One year,No,59.45,0
4927,No,58,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.75,0
481,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,26.45,0
1415,Yes,67,No,Yes,DSL,No,No,One year,No,50.55,0
166,No,44,No,Yes,DSL,Yes,No,One year,Yes,53.95,1
4554,No,18,Yes,Yes,DSL,No,No,Month-to-month,Yes,58.4,0
103,Yes,72,Yes,Yes,DSL,Yes,No,Two year,No,68.75,0
4723,No,10,No,No,Fiber optic,No,No,Month-to-month,Yes,79.25,1
3860,No,8,No,No,DSL,Yes,Yes,Month-to-month,Yes,64.4,0
4076,Yes,56,Yes,Yes,DSL,No,Yes,One year,Yes,52.0,0
2308,Yes,60,No,Yes,DSL,No,No,Month-to-month,Yes,49.75,0
1023,No,1,No,No,DSL,Yes,No,Month-to-month,No,50.9,1
1039,No,32,No,No,Fiber optic,No,No,Month-to-month,Yes,93.2,1
1366,No,52,Yes,No,DSL,Yes,Yes,One year,No,74.0,0
2484,No,2,No,No,Fiber optic,No,No,Month-to-month,No,74.9,1
3455,No,60,No,No,Fiber optic,Yes,No,Two year,No,101.15,0
1617,No,39,No,Yes,DSL,Yes,Yes,Month-to-month,No,41.1,0
1066,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.9,1
2415,Yes,33,Yes,No,DSL,No,Yes,One year,No,34.05,0
1145,No,63,No,No,DSL,Yes,No,One year,No,58.55,0
1087,No,37,No,Yes,DSL,Yes,No,Month-to-month,No,36.65,0
553,No,11,No,Yes,DSL,Yes,Yes,Month-to-month,Yes,60.9,0
3645,No,4,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.95,0
4017,Yes,63,Yes,Yes,DSL,Yes,No,Two year,No,83.5,0
4213,No,42,Yes,Yes,DSL,Yes,Yes,One year,Yes,54.75,0
666,Yes,28,No,No,Fiber optic,No,No,One year,Yes,70.4,0
2943,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.5,1
3231,Yes,27,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.85,0
4298,Yes,33,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.1,0
4503,Yes,12,No,Yes,DSL,No,Yes,Month-to-month,No,35.5,0
3964,No,11,No,No,DSL,No,No,Month-to-month,Yes,35.8,0
2737,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,74.4,1
499,No,12,No,Yes,DSL,No,Yes,Month-to-month,Yes,54.3,0
875,No,35,No,Yes,Fiber optic,No,Yes,Month-to-month,No,85.3,1
3979,Yes,54,Yes,No,DSL,Yes,Yes,Two year,No,69.95,0
1597,Yes,36,Yes,No,DSL,Yes,No,One year,Yes,63.7,0
3611,No,37,No,Yes,Fiber optic,No,Yes,One year,Yes,104.5,0
3061,No,17,No,No,Fiber optic,No,No,Month-to-month,Yes,94.2,0
1484,No,28,No,Yes,Fiber optic,Yes,No,Month-to-month,No,89.9,0
1374,No,3,No,No,DSL,No,No,Month-to-month,Yes,45.35,1
2817,Yes,5,No,Yes,DSL,No,Yes,Month-to-month,No,34.25,0
1541,No,2,No,No,DSL,No,No,Month-to-month,No,44.95,1
3638,No,71,No,Yes,Fiber optic,Yes,Yes,Two year,No,109.25,0
4813,No,15,No,No,DSL,No,No,Month-to-month,Yes,49.0,0
579,No,28,No,Yes,DSL,No,Yes,Month-to-month,No,54.65,0
3313,No,19,Yes,No,Fiber optic,No,No,Month-to-month,Yes,87.3,0
1817,No,8,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.5,1
3832,No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,0
4030,No,7,Yes,Yes,DSL,Yes,No,Month-to-month,No,61.4,0
2264,No,11,No,No,DSL,No,No,Month-to-month,Yes,55.05,0
4191,Yes,72,Yes,No,DSL,Yes,Yes,Two year,Yes,80.8,0
3869,No,56,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,96.85,0
2528,Yes,50,Yes,No,DSL,No,Yes,Two year,Yes,70.5,0
3577,No,59,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.2,0
4234,Yes,69,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.15,0
851,No,14,No,No,Fiber optic,No,No,Month-to-month,Yes,74.3,1
2705,No,71,Yes,No,DSL,Yes,Yes,Two year,Yes,82.55,0
2673,Yes,51,Yes,Yes,DSL,No,Yes,Two year,No,60.5,0
590,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,94.0,1
3094,No,30,Yes,No,DSL,Yes,No,Two year,Yes,55.65,0
4584,Yes,58,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.85,0
437,No,72,No,Yes,Fiber optic,Yes,Yes,Two year,No,111.65,0
1459,No,9,No,No,DSL,No,Yes,Month-to-month,Yes,59.5,0
279,Yes,70,Yes,Yes,DSL,Yes,Yes,Two year,No,80.7,0
3484,No,2,Yes,No,Fiber optic,No,No,Month-to-month,Yes,75.7,1
2885,No,3,No,Yes,Fiber optic,No,No,Month-to-month,No,74.45,0
3530,No,60,No,Yes,Fiber optic,Yes,No,Two year,Yes,99.65,0
2225,No,65,Yes,Yes,DSL,Yes,Yes,Two year,Yes,84.85,0
460,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.65,1
525,No,43,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.7,0
4274,No,4,No,No,Fiber optic,Yes,No,Month-to-month,No,86.05,0
4920,No,10,No,No,Fiber optic,Yes,No,Month-to-month,Yes,100.6,1
689,No,41,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,113.6,1
2319,No,6,No,No,Fiber optic,No,No,Month-to-month,Yes,82.85,1
2860,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.45,0
947,No,20,No,No,DSL,No,No,Month-to-month,No,24.9,0
1831,Yes,58,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,0
2587,No,13,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.3,0
1373,Yes,56,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,109.6,0
4697,Yes,49,Yes,Yes,DSL,No,Yes,Month-to-month,No,59.6,0
1229,Yes,2,No,No,Fiber optic,No,No,Month-to-month,Yes,89.55,1
3517,No,16,No,No,Fiber optic,No,No,Month-to-month,Yes,71.8,1
3387,No,67,No,Yes,Fiber optic,No,No,One year,Yes,88.4,0
694,Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,90.6,0
4154,Yes,22,Yes,No,DSL,Yes,Yes,One year,Yes,67.5,1
3294,No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,23.85,0
3593,No,65,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,109.4,0
2652,No,70,Yes,No,DSL,Yes,Yes,Two year,Yes,58.35,0
2791,Yes,13,No,No,DSL,No,No,Month-to-month,No,66.4,0
834,No,4,No internet service,No internet service,No,No internet service,No internet service,One year,No,23.9,0
2924,No,66,No,Yes,Fiber optic,Yes,Yes,One year,No,110.9,1
2665,No,24,No,No,DSL,No,Yes,Month-to-month,Yes,51.1,0
1581,No,45,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.5,0
1032,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.75,0
3780,Yes,25,No,No,Fiber optic,Yes,No,Month-to-month,Yes,89.1,1
4623,No,58,No,Yes,DSL,Yes,No,Month-to-month,Yes,45.3,1
2987,Yes,69,No,No,Fiber optic,Yes,No,Two year,Yes,79.2,0
2605,Yes,6,No,No,DSL,No,No,Month-to-month,No,54.85,0
2926,No,69,Yes,No,Fiber optic,Yes,Yes,Two year,No,110.25,0
2125,No,69,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.95,0
2117,No,8,No,No,Fiber optic,Yes,No,Month-to-month,Yes,81.25,1
1319,Yes,47,No,Yes,Fiber optic,No,No,Month-to-month,No,87.2,0
3228,No,19,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,106.6,1
35,No,54,No,Yes,DSL,No,No,Month-to-month,No,30.4,0
4297,No,31,No,No,DSL,Yes,Yes,Month-to-month,Yes,66.4,0
393,Yes,67,Yes,Yes,DSL,No,No,Two year,No,36.15,0
226,Yes,13,No,No,DSL,No,No,One year,Yes,64.75,0
4867,No,3,No,No,DSL,No,No,Month-to-month,No,24.75,1
3235,No,7,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.95,0
1931,No,8,No,Yes,Fiber optic,No,No,Month-to-month,No,75.6,0
1945,Yes,19,No,No,Fiber optic,No,Yes,One year,Yes,89.35,0
141,No,49,No,No,DSL,Yes,Yes,Two year,Yes,74.45,0
3181,No,8,No,Yes,DSL,Yes,No,Month-to-month,Yes,54.75,0
4798,No,15,Yes,No,Fiber optic,No,No,Month-to-month,No,86.2,1
2546,No,70,No,Yes,Fiber optic,Yes,No,One year,Yes,95.0,0
2756,No,55,Yes,Yes,Fiber optic,No,No,One year,Yes,100.9,0
1314,Yes,22,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,89.4,1
1042,No,47,Yes,No,DSL,Yes,No,One year,Yes,66.05,0
4002,No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,70.1,1
2248,No,68,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.5,0
2176,No,42,No,No,Fiber optic,Yes,Yes,Two year,Yes,99.0,0
2418,Yes,60,No,No,Fiber optic,No,No,Month-to-month,No,74.35,0
281,No,72,No,No,Fiber optic,Yes,No,Two year,Yes,97.85,0
775,No,4,No,No,DSL,No,No,Month-to-month,Yes,45.3,1
4898,No,18,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.05,0
1628,No,6,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,98.15,1
1122,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.55,1
1149,No,17,Yes,No,Fiber optic,No,No,Month-to-month,No,78.9,0
1317,No,35,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.25,0
73,No,61,No,Yes,Fiber optic,No,No,Month-to-month,Yes,82.15,0
2049,No,4,No,Yes,Fiber optic,Yes,Yes,One year,Yes,105.65,1
2739,No,40,No,No,DSL,No,No,One year,No,55.8,0
4344,No,10,No,No,DSL,No,No,Month-to-month,Yes,45.55,1
4441,Yes,0,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.85,0
249,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,86.8,1
2524,Yes,29,No,No,Fiber optic,No,No,Month-to-month,Yes,70.75,1
114,No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,84.45,1
1423,No,10,No,No,DSL,No,No,Month-to-month,Yes,44.85,1
2123,Yes,29,No,No,Fiber optic,Yes,No,Month-to-month,Yes,89.2,1
2913,No,54,No,Yes,Fiber optic,Yes,Yes,One year,No,110.35,1
4728,No,65,No,Yes,Fiber optic,Yes,No,One year,Yes,95.5,0
3256,No,67,Yes,Yes,DSL,Yes,No,Two year,No,65.65,0
563,No,1,No,No,DSL,No,No,Month-to-month,Yes,45.7,1
630,Yes,4,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.5,0
3084,No,72,No,Yes,DSL,Yes,Yes,Two year,Yes,85.45,0
2497,Yes,12,No,No,DSL,No,No,Month-to-month,Yes,56.3,0
810,No,1,No,Yes,Fiber optic,No,No,Month-to-month,Yes,74.7,1
223,No,70,No,Yes,Fiber optic,No,Yes,One year,Yes,105.55,0
2918,Yes,65,No,Yes,Fiber optic,Yes,No,One year,Yes,107.45,0
921,Yes,66,No,No,DSL,No,Yes,One year,Yes,49.4,0
2832,No,20,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,94.1,1
4871,Yes,13,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.45,0
4193,No,27,No,No,Fiber optic,No,No,Month-to-month,Yes,85.25,1
1833,No,22,No,Yes,Fiber optic,No,No,Month-to-month,Yes,84.3,1
380,No,28,No,No,Fiber optic,No,Yes,Month-to-month,No,76.55,0
1284,No,70,No,Yes,Fiber optic,Yes,No,One year,Yes,104.8,0
3789,No,43,Yes,No,DSL,Yes,No,One year,Yes,80.2,0
3745,No,45,Yes,No,DSL,Yes,No,Month-to-month,Yes,75.95,0
2636,No,9,No,Yes,DSL,No,No,Month-to-month,No,50.85,0
4019,No,24,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.75,0
